12,12,12,12,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
12,12,12,12,12,12,12,1,1,1,12,12,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
12,12,12,12,12,1,1,1,5,1,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
1,1,1,1,12,1,2,2,2,2,1,1,2,0,2,2,3,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
1,0,0,1,1,1,2,2,2,2,2,0,1,0,0,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,,,1,,,,,,
1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,11,11,11,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,
1,0,0,0,1,1,2,2,2,1,0,0,0,0,0,0,0,11,11,11,0,11,11,11,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,
1,1,1,1,12,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,,,,1,0,1,1,1,1,1,1,1,,
12,12,12,12,12,12,12,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,1,0,,,,,0,1,1,1,1,1,1,1,,
12,12,12,12,12,12,12,12,12,1,0,0,2,2,0,0,0,11,1,0,11,11,11,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,
12,12,12,12,12,12,12,12,12,1,0,0,2,2,0,0,0,11,1,0,1,11,11,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,,,,,,
12,12,12,12,12,12,12,12,12,1,0,0,0,0,0,0,0,11,1,5,1,1,11,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,8,0,0,1,1,1,0,,,,,,
12,12,12,12,12,12,12,12,12,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,0,0,,1,1,0,1,1,1,0,0,0,0,0,0,
12,12,12,12,12,12,12,12,12,1,10,10,10,10,10,10,0,10,10,4,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,11,1,0,1,1,1,0,1,1,1,,,
12,12,12,12,12,12,12,12,12,1,10,10,10,10,10,10,0,10,10,10,4,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,1,
12,12,12,12,12,12,12,12,12,1,10,10,10,10,10,10,0,10,10,10,10,4,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,,,,,
12,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,,,,,
1,12,12,12,12,12,12,12,12,3,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,0,1,0,0,0,0,0,1,0,0,12,,,,
1,12,12,12,12,12,12,12,12,3,0,0,0,0,1,0,7,0,1,0,0,0,0,3,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,12,,,,,
,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,12,0,1,1,1,0,12,,,,,
,,,,,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,,,1,0,1,,,,,,,,,,,,,12,0,0,0,0,5,12,,,,,
,,,,,1,1,1,,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,,,,,,1,0,1,,,,,,,,,,,,,12,12,12,12,12,12,12,,,,,
,,,,,,,1,,1,,,,10,10,10,10,10,10,,,1,0,1,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,1,1,,,,11,11,11,11,11,11,,,1,1,1,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,12,12,12,12,12,12,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
